alert_id,timestamp,incident_priority,alert_type,cve_score,ip_reputation_score,login_attempts,cpu_usage_percent,memory_usage_percent,payload_size,source_ip,user_role,system_context,geolocation
ALERT_0004274,2023-05-29 00:05:24.563468,Low,Phishing,1.6,53.9,1.0,46.7,63.7,88.0,63.250.173.192,,API Gateway,Ireland
ALERT_0003075,2023-04-19 00:46:44.791624,Medium,,3.2,66.3,1.0,54.7,60.2,231.0,66.247.133.152,Admin,Cloud Instance,Namibia
ALERT_0006434,2023-08-07 17:11:49.434344,High,Data Exfiltration,5.7,42.5,16.0,81.4,,0.0,18.47.15.106,Support,Database,Jersey
ALERT_0006181,2023-07-29 23:55:27.822479,Low,,0.1,89.5,2.0,29.4,71.7,,115.85.97.170,Support,Web Server,Guam
ALERT_0006992,2023-08-27 20:24:46.330747,Low,Malware,0.9,60.6,1.0,,32.6,879.0,,Contractor,Endpoint,French Guiana
ALERT_0003036,2023-04-17 13:58:49.319342,Low,,5.0,80.2,4.0,64.2,41.7,725.0,114.29.107.146,Contractor,API Gateway,Indonesia
ALERT_0002136,2023-03-17 15:11:31.029755,Low,Phishing,1.2,39.7,2.0,33.3,63.6,,146.159.50.82,Developer,Web Server,Greenland
ALERT_0006781,2023-08-19 04:15:56.315089,Medium,Phishing,5.1,15.3,7.0,71.1,,,188.77.234.9,Developer,Database,
ALERT_0007562,2023-09-15 14:19:58.508973,High,,4.3,29.6,11.0,83.9,97.0,11810.0,191.89.40.53,Developer,Endpoint,Uzbekistan
ALERT_0000135,2023-01-05 11:14:11.352059,Medium,Phishing,2.9,53.5,4.0,51.5,51.0,1035.0,,Admin,API Gateway,Mauritius
ALERT_0007073,2023-08-30 15:57:30.257247,Low,,0.8,74.5,1.0,5.9,53.6,86.0,22.61.205.151,,API Gateway,Lebanon
ALERT_0004123,2023-05-23 11:06:59.742525,Low,Malware,0.9,61.9,7.0,74.9,50.8,2436.0,62.132.110.12,Finance,Web Server,Mauritania
ALERT_0004354,2023-05-31 10:37:03.883916,Medium,DDoS,3.0,39.0,2.0,57.6,56.3,4278.0,206.204.85.99,Developer,Web Server,Panama
ALERT_0004251,2023-05-28 01:57:03.765209,Low,Malware,0.0,53.6,8.0,,74.4,0.0,113.5.57.252,Developer,API Gateway,Liberia
ALERT_0007718,2023-09-21 02:14:44.985415,Low,Brute Force,4.7,49.4,1.0,50.5,39.8,453.0,50.152.126.24,Finance,Web Server,Azerbaijan
ALERT_0004604,2023-06-07 20:57:49.401695,Medium,,0.3,77.9,2.0,43.3,35.3,2303.0,5.81.6.3,Support,Cloud Instance,Mongolia
ALERT_0002560,2023-03-31 14:56:34.637229,Medium,Malware,1.9,69.3,3.0,91.8,39.7,1874.0,,Developer,Endpoint,
ALERT_0000063,2023-01-02 21:38:20.011044,Low,Data Exfiltration,1.6,69.0,5.0,3.2,69.2,1383.0,,Support,Database,Zambia
ALERT_0006481,2023-08-08 21:46:32.621819,High,Malware,,42.9,7.0,43.8,96.3,1320.0,,,Cloud Instance,Ethiopia
ALERT_0007487,2023-09-13 09:06:00.593772,Low,Malware,0.1,79.9,2.0,55.4,,2446.0,75.18.25.142,Support,,
ALERT_0004310,2023-05-30 03:15:53.164444,Low,,1.0,76.1,1.0,38.4,26.3,0.0,,Finance,,Peru
ALERT_0001643,2023-02-28 16:51:43.615914,Low,Phishing,1.1,16.6,2.0,,52.2,,174.235.27.31,Finance,Endpoint,Pakistan
ALERT_0005693,2023-07-13 11:13:08.920154,Low,Phishing,0.8,80.7,1.0,43.8,55.4,4526.0,,Contractor,Web Server,Finland
ALERT_0002468,2023-03-29 00:28:02.018755,Low,Malware,,82.1,1.0,93.1,83.6,1051.0,,Finance,Web Server,Norway
ALERT_0000680,2023-01-25 15:35:31.799992,Low,,0.0,44.3,2.0,34.9,35.4,903.0,,Contractor,Web Server,Palau
ALERT_0004481,2023-06-04 01:14:17.691025,Low,,3.5,57.2,1.0,5.4,25.7,,24.17.7.17,Support,Endpoint,Bermuda
ALERT_0000742,2023-01-27 16:23:45.555713,Low,DDoS,3.1,76.4,3.0,19.8,16.0,641.0,129.154.74.40,Finance,API Gateway,Samoa
ALERT_0001212,2023-02-13 10:03:19.798741,Low,,1.1,71.3,4.0,75.4,48.0,2412.0,,,Endpoint,Philippines
ALERT_0002171,2023-03-18 20:29:53.610520,Low,Phishing,0.7,80.1,6.0,,40.6,4814.0,,Support,API Gateway,
ALERT_0006044,2023-07-25 12:43:56.101487,Low,,0.3,69.9,2.0,42.5,75.1,1361.0,152.79.173.14,,API Gateway,Mongolia
ALERT_0006506,2023-08-09 20:18:31.538264,Low,Malware,0.7,80.5,4.0,,69.7,2217.0,83.0.21.220,Admin,API Gateway,American Samoa
ALERT_0005330,2023-07-01 19:17:27.623740,Low,Phishing,0.0,45.1,1.0,45.5,26.3,0.0,,Support,Endpoint,Serbia
ALERT_0002901,2023-04-12 08:11:47.778821,Low,Malware,1.9,62.5,1.0,54.9,80.7,1843.0,79.92.205.229,Developer,API Gateway,Cayman Islands
ALERT_0003259,2023-04-25 11:09:52.376746,Medium,Malware,,48.0,2.0,,94.7,167.0,,Contractor,Database,New Caledonia
ALERT_0000568,2023-01-21 09:20:54.318379,Low,,1.2,97.6,1.0,55.2,12.8,0.0,222.185.246.56,Developer,Database,Botswana
ALERT_0001874,2023-03-08 19:25:30.955621,Low,DDoS,0.0,70.7,,9.9,59.9,771.0,,,Database,Kenya
ALERT_0000649,2023-01-24 09:45:15.086076,Medium,,5.6,48.0,1.0,48.6,100.0,182.0,,Developer,Web Server,Angola
ALERT_0002597,2023-04-02 06:43:55.617279,Low,Brute Force,,47.7,1.0,,94.4,0.0,,Support,Web Server,Montenegro
ALERT_0001718,2023-03-03 10:30:06.244468,Low,Malware,1.0,73.6,1.0,65.9,,361.0,205.26.173.95,Developer,Web Server,Namibia
ALERT_0006639,2023-08-14 10:52:15.768422,Medium,Malware,6.1,87.8,5.0,71.8,75.3,2179.0,87.75.161.149,,Web Server,Lebanon
ALERT_0002844,2023-04-10 08:43:12.855402,Medium,Brute Force,5.7,36.3,10.0,73.6,100.0,141.0,,Contractor,,Montenegro
ALERT_0001393,2023-02-19 12:04:34.997205,Low,,2.1,40.4,1.0,72.8,48.6,0.0,,,Database,Korea
ALERT_0006019,2023-07-24 15:27:23.518940,Medium,Data Exfiltration,5.7,53.5,8.0,74.4,73.9,1089.0,,Developer,Endpoint,Nicaragua
ALERT_0003642,2023-05-08 07:50:36.896848,Low,Malware,3.6,77.9,1.0,17.0,86.8,0.0,53.13.172.127,Finance,Endpoint,Armenia
ALERT_0005336,2023-07-01 22:24:01.127851,Low,,0.7,39.2,,,74.0,113.0,,Contractor,,Pitcairn Islands
ALERT_0005270,2023-06-29 19:16:39.455063,Low,,1.6,17.7,1.0,59.6,,314.0,192.59.22.194,Developer,Endpoint,Japan
ALERT_0005876,2023-07-19 10:10:45.795596,Low,Malware,3.6,71.4,1.0,21.5,58.9,1625.0,103.231.0.185,,Database,Bahrain
ALERT_0000490,2023-01-19 00:53:40.700420,Medium,Malware,3.4,74.0,5.0,33.6,98.9,964.0,146.9.101.209,Contractor,Cloud Instance,Bangladesh
ALERT_0000494,2023-01-19 01:56:01.424756,Medium,DDoS,,40.8,6.0,48.5,47.7,1797.0,173.198.43.133,Admin,Web Server,Bangladesh
ALERT_0000691,2023-01-26 03:49:41.108719,Medium,Phishing,4.6,52.3,4.0,47.7,63.4,3710.0,151.142.111.39,,Database,Benin
ALERT_0005613,2023-07-11 04:15:07.915487,Low,Malware,0.0,26.5,3.0,67.7,58.9,317.0,210.146.157.219,Support,Cloud Instance,Montenegro
ALERT_0000603,2023-01-23 08:10:23.268819,Low,,0.3,72.5,5.0,40.7,100.0,1393.0,150.60.123.195,Finance,Cloud Instance,Bangladesh
ALERT_0001912,2023-03-10 06:32:54.778651,High,Malware,1.0,54.4,14.0,67.9,88.5,1330.0,45.177.174.201,Finance,Cloud Instance,South Africa
ALERT_0005515,2023-07-07 09:42:04.530526,Low,,,34.4,1.0,40.3,41.2,,56.23.153.110,Support,Database,Belize
ALERT_0007315,2023-09-07 06:39:45.016051,Low,Malware,0.0,56.7,1.0,38.4,65.1,2508.0,61.122.163.117,Developer,Web Server,Cambodia
ALERT_0006026,2023-07-24 20:18:29.103637,Low,Phishing,2.1,11.9,1.0,31.4,71.8,2284.0,,Developer,Web Server,Netherlands Antilles
ALERT_0005679,2023-07-12 22:28:13.649246,Low,,0.9,78.5,1.0,58.2,40.3,1187.0,128.42.1.250,Support,Database,Mauritania
ALERT_0003540,2023-05-04 08:31:51.794256,Medium,Phishing,6.9,79.1,,68.4,92.2,2218.0,10.207.159.253,Finance,Web Server,Barbados
ALERT_0005060,2023-06-22 10:25:10.722000,Low,,2.3,62.7,1.0,45.0,58.2,164.0,,Support,Database,Greenland
ALERT_0005490,2023-07-06 14:27:07.940464,Low,DDoS,0.4,23.0,1.0,61.6,31.3,1542.0,79.29.210.86,,Web Server,Korea
ALERT_0002367,2023-03-24 20:42:30.664945,Low,Phishing,1.1,61.4,,12.3,50.6,730.0,,Developer,,Benin
ALERT_0001188,2023-02-12 09:09:01.795258,Low,,3.1,50.2,5.0,18.9,54.4,155.0,,Finance,Web Server,Sierra Leone
ALERT_0000275,2023-01-10 20:28:41.278181,Low,Malware,,61.9,1.0,30.2,47.2,0.0,,,Web Server,Kazakhstan
ALERT_0004542,2023-06-05 23:50:30.633709,Low,Malware,3.2,65.4,1.0,15.8,17.5,1883.0,,Support,Endpoint,United Kingdom
ALERT_0004997,2023-06-20 20:18:41.263155,Medium,Phishing,3.8,58.4,3.0,38.9,74.9,660.0,,,API Gateway,Egypt
ALERT_0001362,2023-02-18 01:33:53.098116,Low,Brute Force,2.0,39.9,1.0,41.3,79.0,215.0,,Finance,API Gateway,Eritrea
ALERT_0003795,2023-05-12 20:19:24.625400,Low,Phishing,3.0,39.3,1.0,55.0,27.5,585.0,33.156.70.59,Developer,,Benin
ALERT_0001527,2023-02-24 06:58:43.143601,Low,Phishing,0.0,68.1,1.0,54.0,93.0,0.0,,Support,API Gateway,Svalbard & Jan Mayen Islands
ALERT_0005591,2023-07-10 07:34:08.691538,Low,Malware,1.2,90.3,2.0,51.2,55.1,,145.121.49.206,,Web Server,Bulgaria
ALERT_0003913,2023-05-16 19:17:16.462236,Low,DDoS,1.0,67.8,5.0,35.9,72.8,1153.0,,Contractor,Database,Niger
ALERT_0007882,2023-09-26 04:32:35.085793,Low,,0.7,84.0,9.0,28.1,29.9,,3.9.69.143,Developer,API Gateway,Mongolia
ALERT_0001552,2023-02-24 22:38:14.979805,Low,,,60.7,2.0,42.4,68.9,843.0,42.31.61.121,Support,,
ALERT_0000331,2023-01-12 19:31:18.618769,Low,DDoS,1.2,71.9,1.0,17.5,73.6,,162.143.175.57,Support,Endpoint,American Samoa
ALERT_0007524,2023-09-14 10:34:17.653438,Low,,0.3,42.8,4.0,49.8,74.8,910.0,20.216.32.138,,Endpoint,Sri Lanka
ALERT_0001338,2023-02-17 07:36:42.812586,High,Malware,6.7,67.2,9.0,84.7,85.3,,,Finance,Database,United Kingdom
ALERT_0005453,2023-07-05 17:52:02.851495,Medium,,6.1,50.4,3.0,60.8,79.0,230.0,,,Database,Palestinian Territory
ALERT_0000946,2023-02-04 07:59:51.016763,Low,,2.7,44.5,3.0,46.4,65.6,164.0,92.89.35.89,Support,API Gateway,Central African Republic
ALERT_0006297,2023-08-03 01:37:13.302981,Low,DDoS,1.6,83.1,4.0,75.9,57.6,,101.241.217.124,Support,Web Server,
ALERT_0002251,2023-03-21 07:56:49.959191,Low,,,57.9,1.0,78.4,33.9,3116.0,,Developer,Endpoint,Martinique
ALERT_0006301,2023-08-03 02:59:41.293506,Medium,Brute Force,5.2,32.5,7.0,17.3,98.7,0.0,60.65.35.99,,Database,Ethiopia
ALERT_0000802,2023-01-30 08:45:41.081103,Low,Phishing,0.0,72.5,1.0,24.2,64.8,472.0,106.245.5.70,Finance,Cloud Instance,El Salvador
ALERT_0003942,2023-05-17 07:20:59.316405,Low,Malware,,53.2,1.0,45.3,61.9,579.0,,Admin,,El Salvador
ALERT_0002347,2023-03-24 03:48:22.132666,Medium,DDoS,,56.9,13.0,70.5,,1769.0,92.216.191.76,Developer,API Gateway,Jordan
ALERT_0000069,2023-01-03 01:02:07.723165,Low,Malware,1.3,72.9,1.0,33.6,31.4,1215.0,181.145.6.224,,Endpoint,Germany
ALERT_0007678,2023-09-19 18:47:54.535263,Low,Malware,,70.0,1.0,42.6,39.1,1540.0,67.158.101.12,Developer,Endpoint,
ALERT_0005697,2023-07-13 14:38:41.956219,Medium,,6.0,70.1,8.0,66.8,78.4,1514.0,,Support,Endpoint,Brazil
ALERT_0002785,2023-04-07 23:47:53.275188,Low,Phishing,0.9,69.9,1.0,47.4,57.3,206.0,,Admin,Web Server,Northern Mariana Islands
ALERT_0001599,2023-02-27 11:44:35.721938,Low,,1.5,52.1,,25.8,61.2,0.0,191.84.159.0,,Database,Nauru
ALERT_0004208,2023-05-26 06:33:06.143163,High,DDoS,6.9,33.7,16.0,92.4,100.0,2226.0,,Finance,Web Server,Bouvet Island (Bouvetoya)
ALERT_0004723,2023-06-12 02:08:28.275818,Medium,,2.7,65.8,5.0,83.9,97.0,1173.0,9.156.142.109,Support,Database,Montserrat
ALERT_0006910,2023-08-24 12:19:32.369798,Low,Brute Force,1.1,48.8,,26.8,51.5,396.0,10.211.211.200,Support,API Gateway,Burundi
ALERT_0001504,2023-02-23 15:01:38.075418,Low,DDoS,3.0,68.2,2.0,10.3,8.1,1857.0,,,Endpoint,Hong Kong
ALERT_0005046,2023-06-22 04:13:19.648882,Low,Malware,0.0,69.0,2.0,78.4,92.4,0.0,121.228.190.160,Admin,Web Server,Norway
ALERT_0000151,2023-01-05 23:44:49.590082,Low,,2.0,47.9,1.0,40.1,39.6,664.0,82.214.33.88,Finance,Database,French Polynesia
ALERT_0002805,2023-04-08 19:25:05.484531,Medium,Phishing,2.7,70.6,9.0,54.4,71.4,3264.0,,,Web Server,Czech Republic
ALERT_0003965,2023-05-18 03:37:27.332918,Low,Brute Force,,47.6,,84.8,51.8,991.0,,Contractor,Database,Mozambique
ALERT_0002087,2023-03-16 14:51:10.920319,Low,Brute Force,3.5,54.4,4.0,42.0,,,,Developer,Database,Jordan
ALERT_0007296,2023-09-06 12:51:15.411681,Low,Malware,,60.7,1.0,69.2,32.0,438.0,,Finance,API Gateway,Kenya
ALERT_0002260,2023-03-21 12:53:20.526181,Low,Malware,0.1,71.1,1.0,59.3,77.7,1620.0,,Developer,Database,Ghana
ALERT_0003948,2023-05-17 11:16:09.286111,Low,Malware,1.4,68.3,1.0,44.5,49.9,2291.0,,Admin,Cloud Instance,Chad
ALERT_0007869,2023-09-25 14:33:14.031552,Low,Malware,,76.4,2.0,85.0,29.6,,214.155.106.7,Developer,Web Server,Turkey
ALERT_0006176,2023-07-29 19:24:41.076233,Low,Brute Force,1.4,41.8,6.0,26.9,87.3,110.0,158.23.228.125,Finance,Cloud Instance,Romania
ALERT_0005774,2023-07-15 13:19:10.180679,Medium,DDoS,,82.4,,65.1,65.5,1196.0,,Finance,Web Server,Lebanon
ALERT_0000860,2023-02-01 08:43:49.638599,Low,Malware,1.3,42.0,1.0,3.2,45.2,2014.0,82.67.249.100,Developer,Web Server,Monaco
ALERT_0003481,2023-05-02 22:57:58.016390,Low,Phishing,3.6,71.6,1.0,57.1,53.8,,,,Cloud Instance,Oman
ALERT_0004986,2023-06-20 09:52:18.687320,Medium,Phishing,3.6,74.4,3.0,,54.9,3713.0,,Contractor,Web Server,Korea
ALERT_0003506,2023-05-03 10:35:29.999383,Medium,Phishing,5.8,68.2,,80.1,95.0,3495.0,156.167.76.197,Developer,Endpoint,American Samoa
ALERT_0004815,2023-06-15 02:16:56.196745,Low,Phishing,0.0,69.0,1.0,4.7,83.4,500.0,,Contractor,Database,Malawi
ALERT_0004122,2023-05-23 08:39:58.862980,Low,,0.7,75.8,5.0,45.6,94.0,0.0,193.178.132.138,Developer,Database,Cyprus
ALERT_0007683,2023-09-19 23:22:41.106048,Low,DDoS,0.5,52.7,1.0,29.3,46.9,403.0,,Finance,Endpoint,Maldives
ALERT_0000367,2023-01-13 15:29:44.928514,Low,,1.8,57.5,2.0,,39.8,,191.5.96.187,Contractor,Endpoint,Saudi Arabia
ALERT_0001433,2023-02-21 14:36:51.891110,Low,Malware,0.3,48.7,1.0,43.1,6.0,4112.0,,Contractor,Web Server,Somalia
ALERT_0004304,2023-05-29 19:44:48.492799,Low,Data Exfiltration,2.8,42.7,1.0,32.4,63.2,0.0,94.250.197.223,Contractor,Endpoint,San Marino
ALERT_0007192,2023-09-03 02:43:16.759802,Low,Phishing,2.7,15.9,4.0,56.5,71.9,1267.0,148.204.204.27,Developer,Database,Rwanda
ALERT_0001780,2023-03-05 22:36:13.604768,Low,Brute Force,1.6,51.4,3.0,24.5,38.7,650.0,112.244.166.183,Support,API Gateway,Lebanon
ALERT_0006965,2023-08-26 23:50:21.802404,High,Malware,5.7,24.4,12.0,76.1,66.9,2181.0,,,Database,Aruba
ALERT_0004174,2023-05-25 08:59:08.550585,Low,Brute Force,1.4,65.6,2.0,44.1,53.1,,68.63.16.44,Support,,Guatemala
ALERT_0001819,2023-03-07 05:30:51.377750,Low,Brute Force,1.4,53.3,5.0,47.0,73.1,,,,Database,Georgia
ALERT_0005121,2023-06-24 07:48:23.508295,Low,Malware,1.9,65.5,,54.1,65.7,619.0,128.94.44.102,Finance,Web Server,Equatorial Guinea
ALERT_0000842,2023-01-31 19:53:16.080516,Medium,,4.3,23.1,12.0,27.2,97.8,822.0,65.145.6.229,,Database,Netherlands
ALERT_0002705,2023-04-05 05:14:03.619261,Low,,1.5,68.2,2.0,,89.2,1052.0,,,Web Server,
ALERT_0001190,2023-02-12 11:45:22.593312,Low,,2.9,77.1,4.0,79.5,95.7,521.0,,Support,Web Server,Czech Republic
ALERT_0000176,2023-01-06 16:18:49.232572,Medium,Phishing,,19.8,12.0,55.0,61.4,3849.0,183.34.198.196,Support,API Gateway,Pitcairn Islands
ALERT_0004442,2023-06-02 20:14:04.124922,Low,Brute Force,0.6,58.8,4.0,16.8,,250.0,24.126.233.60,Contractor,Web Server,Latvia
ALERT_0007526,2023-09-14 11:19:30.178630,Medium,,6.6,62.2,5.0,,47.5,506.0,132.39.102.118,Support,API Gateway,Uruguay
ALERT_0000618,2023-01-23 12:58:32.050597,Medium,Phishing,,20.2,,55.3,100.0,680.0,,Support,API Gateway,United States Minor Outlying Islands
ALERT_0002094,2023-03-16 21:18:57.484692,Low,Malware,2.2,80.3,1.0,44.3,19.5,4032.0,,Developer,,Zambia
ALERT_0003309,2023-04-27 04:45:52.262731,Medium,Phishing,1.7,50.2,11.0,100.0,69.0,6488.0,,Support,Database,Senegal
ALERT_0005821,2023-07-17 11:26:16.425871,Low,Phishing,2.5,64.5,2.0,44.4,65.6,157.0,130.68.219.83,,Cloud Instance,Kazakhstan
ALERT_0003828,2023-05-14 00:49:15.002547,Critical,Malware,9.5,38.2,39.0,100.0,100.0,5136.0,,Support,Web Server,Burkina Faso
ALERT_0000083,2023-01-03 14:44:24.032071,Medium,,,59.8,5.0,46.4,82.4,,,,Web Server,Nauru
ALERT_0003820,2023-05-13 12:11:56.035858,Low,Phishing,0.9,29.3,1.0,55.6,12.4,775.0,,Developer,API Gateway,Burundi
ALERT_0003209,2023-04-23 15:52:49.544506,Medium,Phishing,2.6,78.5,5.0,67.0,96.6,2826.0,,,,Switzerland
ALERT_0000817,2023-01-31 02:11:47.797142,Low,DDoS,1.4,64.8,,83.0,65.8,1349.0,4.76.9.252,Support,Cloud Instance,Azerbaijan
ALERT_0001031,2023-02-07 08:19:50.966662,Low,Phishing,1.1,76.8,1.0,32.7,73.0,2606.0,,Developer,Web Server,Malaysia
ALERT_0004093,2023-05-22 06:56:41.900736,Low,Malware,1.8,83.2,1.0,73.3,70.1,464.0,,,Endpoint,Micronesia
ALERT_0000301,2023-01-11 19:10:04.224132,Low,,,70.2,,65.2,20.1,67.0,91.212.206.84,Developer,Web Server,Turks and Caicos Islands
ALERT_0006307,2023-08-03 07:55:12.790501,High,DDoS,8.2,8.9,10.0,,84.2,2784.0,106.98.183.6,Support,API Gateway,Svalbard & Jan Mayen Islands
ALERT_0001473,2023-02-22 18:22:28.563246,Low,,1.8,16.4,1.0,22.9,48.4,,,Developer,Database,Costa Rica
ALERT_0000284,2023-01-11 09:52:17.281875,Medium,Brute Force,3.8,55.7,3.0,59.3,62.1,500.0,,,Web Server,Saint Martin
ALERT_0002029,2023-03-14 11:46:00.952143,Low,Malware,0.5,35.9,1.0,27.6,48.1,2166.0,,,Endpoint,Isle of Man
ALERT_0004311,2023-05-30 03:39:31.218470,Low,Phishing,4.0,24.0,1.0,43.7,67.3,72.0,119.53.130.79,,,Haiti
ALERT_0004913,2023-06-18 00:31:47.046459,Low,,2.5,78.4,1.0,20.7,51.8,745.0,,Support,Endpoint,Nicaragua
ALERT_0006351,2023-08-04 21:37:22.117445,Low,,2.1,77.4,4.0,77.1,42.2,597.0,,Support,Database,Georgia
ALERT_0002916,2023-04-12 14:47:57.435274,Low,Phishing,0.7,48.8,2.0,55.3,55.7,,,Developer,,Mexico
ALERT_0001814,2023-03-07 03:25:55.058364,Low,DDoS,2.0,73.4,2.0,23.0,34.7,,81.241.251.3,Support,Endpoint,
ALERT_0001272,2023-02-15 18:45:12.511145,Low,,1.9,85.7,2.0,60.1,62.6,2060.0,118.246.202.10,Finance,API Gateway,Bangladesh
ALERT_0006210,2023-07-31 06:50:28.505736,Medium,Brute Force,2.0,94.3,8.0,63.7,99.3,1816.0,,Support,Endpoint,French Guiana
ALERT_0005279,2023-06-29 23:57:07.331440,Low,Brute Force,0.0,72.2,5.0,21.5,52.7,1509.0,169.177.145.107,Support,Web Server,
ALERT_0006557,2023-08-11 15:00:45.051989,Medium,,5.6,70.6,7.0,24.6,70.4,1524.0,,Developer,Web Server,Brunei Darussalam
ALERT_0006613,2023-08-13 17:44:57.896478,Medium,Malware,3.4,27.4,8.0,,66.2,1055.0,220.165.42.132,Contractor,API Gateway,Anguilla
ALERT_0005076,2023-06-22 18:27:39.061375,Low,Brute Force,0.6,38.8,1.0,,10.0,,154.152.167.60,Support,Database,Haiti
ALERT_0005108,2023-06-23 19:29:02.858765,Critical,Phishing,6.0,39.6,35.0,83.6,88.2,4616.0,,Finance,,Samoa
ALERT_0003151,2023-04-21 15:02:36.016008,Low,,2.7,80.0,1.0,47.0,23.5,,207.204.120.135,Developer,Database,Poland
ALERT_0000821,2023-01-31 05:39:54.231451,Low,Malware,3.2,54.3,2.0,19.4,56.6,1295.0,15.117.130.11,Support,Endpoint,Libyan Arab Jamahiriya
ALERT_0002314,2023-03-23 05:12:15.800974,Low,Malware,0.0,77.9,1.0,49.2,66.6,,,Contractor,,Portugal
ALERT_0002009,2023-03-14 00:38:21.983161,Medium,,6.5,77.2,9.0,75.2,86.5,46.0,,Developer,Database,Swaziland
ALERT_0004833,2023-06-15 15:43:56.498980,Low,Malware,1.4,67.0,1.0,25.7,45.7,3344.0,28.249.11.204,,Database,Togo
ALERT_0002643,2023-04-03 19:20:56.228215,Low,Phishing,0.1,70.8,1.0,39.4,62.8,,,,Endpoint,Norfolk Island
ALERT_0006924,2023-08-25 02:05:47.932886,Low,Phishing,0.6,69.4,1.0,35.4,58.6,1229.0,167.22.68.94,Developer,Database,Lesotho
ALERT_0007294,2023-09-06 10:44:07.238904,Low,DDoS,0.0,72.8,1.0,30.4,29.4,0.0,,Developer,API Gateway,Mozambique
ALERT_0002306,2023-03-22 23:58:24.853426,Low,DDoS,0.4,62.0,2.0,14.5,,0.0,,,Endpoint,Singapore
ALERT_0006436,2023-08-07 19:46:20.475465,Low,Phishing,0.9,71.0,1.0,,,1058.0,121.93.11.107,,API Gateway,Monaco
ALERT_0005768,2023-07-15 06:31:59.460504,High,,6.4,60.8,13.0,90.8,100.0,3658.0,,Finance,Web Server,Ethiopia
ALERT_0000100,2023-01-04 03:54:10.524356,Low,Malware,0.0,73.1,,29.0,53.6,611.0,,Finance,Endpoint,Jamaica
ALERT_0004699,2023-06-10 20:24:04.950743,Low,,3.8,37.6,1.0,49.8,,808.0,,Contractor,API Gateway,British Virgin Islands
ALERT_0000745,2023-01-27 18:43:36.877905,Low,Phishing,4.6,62.9,3.0,26.1,52.8,1122.0,61.211.222.78,Finance,Web Server,Korea
ALERT_0007685,2023-09-20 00:16:32.680057,Low,Phishing,1.2,35.3,1.0,44.3,32.5,2427.0,106.132.55.200,Developer,Endpoint,
ALERT_0007403,2023-09-11 04:38:36.705730,Low,,2.8,61.7,,51.9,67.1,1045.0,,,Database,Seychelles
ALERT_0003974,2023-05-18 06:37:23.729564,Low,,3.4,66.2,5.0,25.5,75.4,1512.0,163.24.31.120,Support,Web Server,Guinea
ALERT_0000481,2023-01-18 08:35:28.038052,Low,Phishing,2.0,49.8,1.0,94.9,90.9,0.0,,,Cloud Instance,Panama
ALERT_0007176,2023-09-02 14:16:02.643535,Medium,,2.7,43.2,3.0,46.2,66.6,13.0,,Contractor,Web Server,Andorra
ALERT_0007764,2023-09-22 03:21:25.696530,Low,DDoS,0.0,50.0,2.0,56.6,48.2,1452.0,61.145.43.234,Finance,Endpoint,Tajikistan
ALERT_0005661,2023-07-12 10:59:47.400892,Low,DDoS,3.8,34.9,3.0,44.3,21.9,932.0,,,Database,Mauritania
ALERT_0001158,2023-02-11 00:32:20.097269,Low,Phishing,,58.1,1.0,23.2,69.4,723.0,,Developer,API Gateway,Svalbard & Jan Mayen Islands
ALERT_0006712,2023-08-17 02:57:59.231482,Low,DDoS,0.0,75.8,4.0,51.5,92.2,275.0,,Contractor,Web Server,Argentina
ALERT_0007420,2023-09-11 15:51:17.254977,Low,,0.0,77.7,1.0,23.5,,829.0,101.192.118.81,Support,Database,China
ALERT_0005908,2023-07-20 09:52:26.230265,Low,Phishing,3.9,84.8,1.0,68.9,,1061.0,,Developer,Endpoint,Guyana
ALERT_0001438,2023-02-21 17:04:29.938571,Medium,,7.1,73.0,2.0,28.4,58.6,0.0,66.47.54.157,Support,Web Server,South Africa
ALERT_0002415,2023-03-26 20:25:00.682274,Low,,0.0,85.0,1.0,31.1,46.8,498.0,168.127.135.157,Finance,Endpoint,Lao People's Democratic Republic
ALERT_0004865,2023-06-16 17:21:13.755140,Low,Malware,0.2,24.9,1.0,44.4,41.2,217.0,,,API Gateway,Guinea-Bissau
ALERT_0000403,2023-01-15 02:28:02.993323,High,Brute Force,7.6,46.7,27.0,75.7,87.3,105.0,,,Endpoint,Swaziland
ALERT_0006058,2023-07-25 22:42:41.316511,Low,DDoS,0.6,33.9,2.0,34.6,,1001.0,,Contractor,Endpoint,Cocos (Keeling) Islands
ALERT_0002196,2023-03-19 14:17:23.106101,Medium,Phishing,5.8,32.6,6.0,65.7,44.8,,68.72.68.250,Support,Endpoint,Nigeria
ALERT_0000950,2023-02-04 13:36:19.128707,Low,Phishing,1.1,85.9,1.0,,29.1,1731.0,41.184.120.12,Developer,Database,Ghana
ALERT_0004166,2023-05-25 00:45:41.795685,Medium,Phishing,1.3,45.9,3.0,78.8,78.5,1677.0,,Developer,Endpoint,Mexico
ALERT_0002068,2023-03-15 16:15:22.596552,Low,Malware,,67.8,1.0,7.8,76.3,0.0,,Developer,Database,Libyan Arab Jamahiriya
ALERT_0007653,2023-09-19 02:11:24.499737,Low,Phishing,1.3,76.3,1.0,75.0,54.6,490.0,64.126.120.243,Support,Database,Iceland
ALERT_0005610,2023-07-10 20:05:48.016899,Medium,Phishing,1.0,51.5,3.0,68.7,71.1,27.0,,Support,Database,Latvia
